"ID","Address","DateOfSale","SalePrice","IsAStudio","BedCount","BathCount","Size","LotSize","BuiltInYear","M1","M2"
15099711,"886 30th Ave, San Francisco, CA","11/12/15",1380000.0,0.0,2.0,3.0,1990.0,2375.0,1929.0,1.6890160695233243,-0.5521506238792397
15100149,"806 39th Ave, San Francisco, CA","11/20/15",1050000.0,0.0,"",1.0,1375.0,2374.0,1926.0,1.412619264731748,-0.3092966386061946
15100309,"801 42nd Ave, San Francisco, CA","12/18/15",1460000.0,0.0,3.0,3.0,2730.0,2250.0,1923.0,2.8149986884597626,0.8561625869311817
15100665,"855 La Playa St APT 360, San Francisco, CA","1/20/16",750000.0,0.0,2.0,2.0,1193.0,"",1982.0,1.2783108014426496,0.40882880384706555
15100990,"4220 Irving St, San Francisco, CA","1/21/16",1150000.0,0.0,3.0,2.0,1675.0,2495.0,1950.0,1.186614768961004,-0.9363221409373843
15101068,"1223 41st Ave, San Francisco, CA","11/25/15",1100000.0,0.0,3.0,2.0,1771.0,2996.0,1938.0,1.2811635721477042,-0.6706116870041745
15101712,"1216 28th Ave, San Francisco, CA","11/18/15",2020000.0,0.0,5.0,2.5,2666.0,4791.0,1924.0,3.275386371029522,0.24295680299952704
15101817,"1246 25th Ave, San Francisco, CA","12/31/15",1160000.0,0.0,2.0,2.0,1760.0,3000.0,1940.0,1.8295851627808342,0.15445717720833518
15101927,"1271 21st Ave, San Francisco, CA","1/4/16",1850000.0,1.0,"","",3170.0,3001.0,1983.0,2.2901017195428413,-0.5242143572509828
15101998,"1259 18th Ave, San Francisco, CA","11/24/15",1500000.0,0.0,3.0,3.0,2236.0,3049.0,1924.0,2.9013209968871907,0.8684279958495875
15102413,"1251 2nd Ave, San Francisco, CA","12/17/15",1600000.0,0.0,"",3.0,4480.0,2108.0,1908.0,2.582345529545434,0.22793191193179196
15102663,"1337-1339 8TH Ave, San Francisco, CA","12/15/15",780000.0,0.0,"",3.0,1800.0,2996.0,1912.0,1.1977935863594675,0.07126560604991661
15102698,"1310 10th Ave, San Francisco, CA","11/24/15",1830000.0,0.0,3.0,3.0,1880.0,2374.0,1908.0,2.909535256728865,0.17981995270914197
15102704,"1351 10th Ave, San Francisco, CA","11/13/15",1670000.0,0.0,2.0,1.0,1152.0,2996.0,1940.0,2.889303789293005,0.46024405903353927
15102806,"1300 Funston Ave, San Francisco, CA","12/11/15",1150000.0,0.0,"",2.0,1050.0,1438.0,1941.0,1.508736744801542,-0.3761100090407963
15102829,"1387 14th Ave, San Francisco, CA","1/4/16",1660000.0,0.0,4.0,2.0,1926.0,2495.0,1931.0,2.3210469632787123,-0.20355787556781624
15103364,"1383 29th Ave, San Francisco, CA","12/17/15",1180000.0,0.0,4.0,2.0,1475.0,2500.0,1941.0,1.427615623790644,-0.5803125020497557
15103435,"1343 31st Ave, San Francisco, CA","12/18/15",1250000.0,0.0,3.0,2.0,1886.0,3000.0,1934.0,1.48274125735042,-0.6276139882393277
15103440,"1363 31st Ave, San Francisco, CA","11/10/15",1130000.0,0.0,3.0,2.0,1822.0,3000.0,1940.0,2.197140800681845,0.8887447799678672
15103467,"1300-1302 32ND Ave, San Francisco, CA","11/11/15",1130000.0,0.0,"","",1680.0,2375.0,1944.0,1.9656923984056949,0.4791015900985751
15103472,"3015-3017 Irving St, San Francisco, CA","12/2/15",1040000.0,0.0,"",2.0,2300.0,2495.0,1948.0,1.5500771609622697,-0.019082382764865846
15103550,"1394-1396 34TH Ave, San Francisco, CA","12/18/15",1240000.0,0.0,"",2.0,2024.0,1437.0,1946.0,1.5219941386869207,-0.5451707440533535
15103602,"1394-1396 35TH Ave, San Francisco, CA","12/8/15",1080000.0,0.0,"",2.0,1700.0,1738.0,1944.0,1.3547050003120245,-0.4912870364592141
15104164,"1440 La Playa St, San Francisco, CA","12/18/15",1300000.0,0.0,3.0,2.0,1313.0,2996.0,1900.0,1.3754379084210384,-0.8839416793522488
15104379,"1466 44th Ave, San Francisco, CA","11/20/15",892000.0,0.0,2.0,1.0,1130.0,3049.0,1926.0,1.2794996299978438,-0.13116674888375845
15104496,"1422 42nd Ave, San Francisco, CA","11/20/15",1220000.0,0.0,3.0,1.0,1325.0,2996.0,1951.0,1.6003909760328052,-0.37640823601179485
15104676,"1475 37th Ave, San Francisco, CA","12/7/15",1140000.0,0.0,2.0,1.5,1713.0,3049.0,1937.0,1.9338315772496235,0.392686977630919
15104925,"1459 31st Ave, San Francisco, CA","11/18/15",1290000.0,0.0,4.0,2.0,2281.0,3001.0,1937.0,1.7772998726873004,-0.2444963214150382
15105121,"2338 Kirkham St, San Francisco, CA","11/25/15",900000.0,0.0,2.0,2.5,1305.0,2613.0,1946.0,1.0616433098036713,-0.6407926448807304
15105664,"1444 17th Ave # 101, San Francisco, CA","2/8/16",1600000.0,0.0,3.0,3.0,1902.0,"",1996.0,1.63948596542613,-0.9506425432173375
15106658,"1527 18th Ave, San Francisco, CA","12/4/15",1480000.0,0.0,4.0,3.5,2125.0,2996.0,1930.0,1.579529454565608,-0.8655007370735028
15106778,"1555 21st Ave, San Francisco, CA","12/17/15",1100000.0,0.0,2.0,2.0,1204.0,3049.0,1926.0,1.8473320508484243,0.3587855469971346
15107313,"1551 32nd Ave, San Francisco, CA","12/15/15",312500.0,0.0,2.0,1.0,1300.0,2996.0,1937.0,0.4542802639237642,-0.09260631088790938
15107396,"1518 34th Ave, San Francisco, CA","12/9/15",1350000.0,0.0,3.0,3.0,1375.0,3049.0,1935.0,2.074381934996775,0.0731584222174444
15107419,"1573 34th Ave, San Francisco, CA","11/19/15",1620000.0,0.0,3.0,2.0,2400.0,3300.0,1933.0,3.0726074947253545,0.7933425860806842
15107430,"1578 35th Ave, San Francisco, CA","12/4/15",675000.0,0.0,"",2.0,2301.0,3267.0,1932.0,1.3434787894927755,0.9806778947934087
15107765,"1587 43rd Ave, San Francisco, CA","12/29/15",994000.0,0.0,3.0,4.0,2165.0,2374.0,1936.0,1.209595602492083,-0.5662060312030521
15107784,"1534 44th Ave, San Francisco, CA","11/13/15",1280000.0,0.0,3.0,3.0,1325.0,3000.0,1936.0,2.128740099968129,0.3261564062002016
15107837,"1526 45th Ave, San Francisco, CA","12/14/15",925000.0,0.0,2.0,2.0,1350.0,3000.0,1916.0,1.1685731984818644,-0.4733552465256987
15108109,"4116-4118 Moraga St, San Francisco, CA","12/30/15",655000.0,0.0,4.0,"",1460.0,3049.0,1910.0,0.6685264046500523,-0.9586980010685426
15108159,"4036 Moraga St, San Francisco, CA","12/30/15",750000.0,0.0,2.0,1.0,850.0,2495.0,1941.0,1.3187839903771061,0.5167573076722829
15108650,"1618 38th Ave, San Francisco, CA","12/3/15",1200000.0,0.0,3.0,1.0,1775.0,3001.0,1941.0,1.5840205809869614,-0.3599656983550643
15108727,"1667 34th Ave, San Francisco, CA","12/24/15",1050000.0,0.0,2.0,1.0,1350.0,3049.0,1940.0,1.452637088880493,-0.23307221165620406
15108819,"2601 Lawton St, San Francisco, CA","12/18/15",1250000.0,0.0,3.0,1.0,1450.0,2178.0,1942.0,1.985396391942007,0.17663422710721144
15108913,"1626 32nd Ave, San Francisco, CA","1/4/16",1430000.0,0.0,4.0,3.0,2100.0,3001.0,1935.0,2.6183992909877523,0.6620969104723808
15109011,"1630 30th Ave, San Francisco, CA","12/30/15",1010000.0,0.0,"",1.0,1300.0,2996.0,1945.0,1.6452716620270602,0.25796368718229745
15109410,"1622 21st Ave, San Francisco, CA","12/22/15",851000.0,0.0,2.0,1.0,1275.0,3049.0,1936.0,1.5936257077857332,0.7453013108947906
15110595,"1727 34th Ave, San Francisco, CA","11/23/15",1330000.0,0.0,3.0,2.0,1845.0,3001.0,1940.0,1.6938109063047955,-0.45291593036872846
15110823,"1727 29th Ave, San Francisco, CA","12/23/15",1880000.0,0.0,4.0,3.5,2580.0,3001.0,1939.0,3.3803280477556195,0.5960936678251274
15111172,"1750 23rd Ave, San Francisco, CA","12/15/15",1160000.0,0.0,3.0,3.0,2028.0,3000.0,1949.0,1.3753376953949044,-0.6287281113880956
15111486,"1700 14th Ave, San Francisco, CA","12/18/15",760000.0,0.0,3.0,3.0,1756.0,2078.0,1978.0,1.484121659298678,0.9055833139438891
15111533,"1732-1734 Funston Ave, San Francisco, CA","12/2/15",1650000.0,0.0,"",2.0,2524.0,2996.0,1954.0,2.7843556560398954,0.3749765527756306
15111559,"1755 11th Ave, San Francisco, CA","12/2/15",1000000.0,0.0,2.0,1.5,1250.0,3000.0,1924.0,1.2155076771135584,-0.5689846457728831
15111575,"1706 12th Ave, San Francisco, CA","12/16/15",1500000.0,0.0,4.0,2.0,1861.0,2021.0,1938.0,2.921055885733386,0.8947411809778485
15111695,"124 Noriega St, San Francisco, CA","12/10/15",1260000.0,0.0,3.0,2.0,1484.0,2500.0,1941.0,2.1808783165303987,0.46171161354031565
15111963,"870 Pacheco St, San Francisco, CA","12/10/15",1580000.0,0.0,3.0,4.0,1983.0,3798.0,1940.0,1.981227795300141,-0.49211671480994834
15112556,"1819 26th Ave, San Francisco, CA","1/14/16",1000000.0,0.0,2.0,1.0,1175.0,2996.0,1939.0,1.213311977367482,-0.573376045265036
15112775,"1863 30th Ave, San Francisco, CA","12/8/15",76000.0,0.0,2.0,1.0,1319.0,2996.0,1939.0,0.1153832542587304,0.036401427861326496
15112892,"1863 32nd Ave, San Francisco, CA","12/2/15",1100000.0,0.0,2.0,2.0,1150.0,3049.0,1941.0,1.1282289898599847,-0.9486745638909369
15113076,"2845 Noriega St, San Francisco, CA","12/22/15",1230000.0,0.0,3.0,2.5,2180.0,2931.0,1947.0,1.4851881927925645,-0.5850598491177812
15113584,"1858 47th Ave, San Francisco, CA","12/21/15",895000.0,0.0,3.0,2.0,1135.0,3000.0,1958.0,1.275093494532598,-0.1506290624969875
15114102,"1922 42nd Ave, San Francisco, CA","12/10/15",2880000.0,0.0,2.0,1.0,1076.0,3000.0,1952.0,3.9576095433625693,-0.2516600393315489
15114562,"1937 23rd Ave, San Francisco, CA","12/23/15",1400000.0,0.0,3.0,3.0,1900.0,3001.0,1941.0,2.049005594110735,-0.07284915127037861
15114643,"1962 23rd Ave, San Francisco, CA","12/22/15",800000.0,0.0,"",1.0,1500.0,2996.0,1940.0,1.0221029650357856,-0.4447425874105362
15115459,"2076 14th Ave, San Francisco, CA","12/17/15",1280000.0,0.0,2.0,1.0,1374.0,3484.0,1941.0,2.031083963466456,0.17356869291633759
15116499,"2047 44th Ave, San Francisco, CA","11/30/15",1000000.0,0.0,2.0,1.0,1214.0,2996.0,1946.0,1.8638556059232314,0.7277112118464628
15116598,"2007 46th Ave, San Francisco, CA","12/22/15",905000.0,0.0,3.0,2.0,1300.0,1742.0,1940.0,1.0113663296456399,-0.7649362880759338
15117639,"2195 28th Ave, San Francisco, CA","12/23/15",1350000.0,0.0,4.0,3.0,2260.0,2375.0,1939.0,2.048461794658054,0.03475821430822834
15117892,"2178 22nd Ave, San Francisco, CA","12/18/15",1440000.0,0.0,3.0,3.0,1518.0,2996.0,1928.0,1.6301780731370208,-0.7358637873096934
15118458,"2279 47th Ave, San Francisco, CA","11/20/15",1030000.0,0.0,4.0,3.0,2570.0,2996.0,1900.0,1.7683654716283717,0.4337193623851874
15118633,"2287 43rd Ave, San Francisco, CA","12/23/15",968000.0,0.0,3.0,2.0,1331.0,2060.0,1941.0,1.3513857923174604,-0.2078805943854125
15118743,"2294 42nd Ave, San Francisco, CA","12/15/15",1060000.0,0.0,3.0,2.0,1650.0,2060.0,1946.0,1.6593465905700195,0.13084262371701794
15119410,"2223 27th Ave, San Francisco, CA","12/1/15",1600000.0,0.0,3.0,2.0,2378.0,3001.0,1940.0,1.8932477379425259,-0.6334403275718428
15119582,"2283 24th Ave, San Francisco, CA","12/24/15",1620000.0,0.0,5.0,4.0,2415.0,2374.0,1931.0,1.8546533701362713,-0.7103044813132455
15120387,"2339 20th Ave, San Francisco, CA","12/9/15",1100000.0,0.0,3.0,2.0,1425.0,3000.0,1924.0,1.63686190871385,-0.02388743870209087
15120436,"2375-2377 21ST Ave, San Francisco, CA","11/16/15",1410000.0,1.0,"","",3250.0,3049.0,1939.0,1.9114139603684372,-0.28877452430008876
15120641,"2340 29th Ave, San Francisco, CA","11/13/15",1190000.0,0.0,4.0,2.0,1805.0,3484.0,1927.0,2.3091140148508473,0.8808638905056261
15120712,"2343 30th Ave, San Francisco, CA","12/11/15",981500.0,0.0,2.0,1.0,1340.0,3049.0,1938.0,1.7326667366115365,0.5306505076139305
15121139,"2339 41st Ave, San Francisco, CA","12/16/15",1200000.0,0.0,"",3.0,2250.0,2996.0,1967.0,2.098396343820657,0.4973272397010946
15121430,"2394-2396 48TH Ave, San Francisco, CA","12/31/15",1100000.0,0.0,"",2.0,2300.0,1438.0,1949.0,2.0940917137205273,0.8074394794918669
15121661,"2471 43rd Ave, San Francisco, CA","11/30/15",905000.0,0.0,2.0,1.0,1275.0,3000.0,1940.0,0.9804973040750268,-0.8331551291159629
15122750,"2466 18th Ave, San Francisco, CA","11/25/15",1020000.0,0.0,2.0,1.0,1150.0,2996.0,1923.0,1.5832363193208547,0.10438493984481312
15123111,"2563 16th Ave, San Francisco, CA","12/30/15",1500000.0,0.0,3.0,2.0,1625.0,3049.0,1927.0,2.3767141034336534,0.16895213791153774
15123561,"2555 28th Ave, San Francisco, CA","12/22/15",1010000.0,0.0,4.0,2.0,1360.0,3049.0,1910.0,1.9815557423327013,0.923872757094458
15123597,"2745 Ulloa St, San Francisco, CA","11/30/15",1180000.0,0.0,4.0,2.5,1303.0,2195.0,1974.0,1.5247340816152075,-0.4157049464149023
15123671,"2579 30th Ave, San Francisco, CA","12/1/15",650000.0,0.0,"",2.0,1475.0,3000.0,1955.0,0.8065387069450405,-0.5183424401691064
15124103,"2514 40th Ave, San Francisco, CA","11/20/15",1020000.0,0.0,3.0,2.0,1490.0,3049.0,1945.0,1.1222998211108077,-0.7994121154690044
15124281,"2559 44th Ave, San Francisco, CA","12/18/15",625000.0,0.0,2.0,1.0,1214.0,3000.0,1945.0,0.6352685184946714,-0.9671407408170516
15124521,"27 Cutler Ave, San Francisco, CA","1/28/16",1320000.0,0.0,4.0,3.0,1622.0,2495.0,1949.0,2.5469786981656917,0.8590586335843811
15124522,"2646-2648 Great Hwy, San Francisco, CA","12/4/15",1670000.0,0.0,4.0,2.0,2550.0,2674.0,1948.0,2.7887606328068197,0.3398330931818201
15124563,"2670 47th Ave, San Francisco, CA","1/15/16",1070000.0,0.0,4.0,3.0,1546.0,3049.0,1944.0,1.9101136158647576,0.5703058240462755
15124603,"2627 45th Ave, San Francisco, CA","1/5/16",1160000.0,0.0,3.0,2.0,1400.0,2996.0,1937.0,1.486806922674581,-0.43653978849210184
15124706,"2647 43rd Ave, San Francisco, CA","12/7/15",1050000.0,0.0,3.0,2.0,1232.0,2996.0,1948.0,1.6657306744956433,0.17282033237265337
15125268,"2623 22nd Ave, San Francisco, CA","11/10/15",1190000.0,0.0,2.0,1.0,1000.0,"",1938.0,1.2661067666839676,-0.8720894677580378
15125578,"2651 15th Ave, San Francisco, CA","12/3/15",1500000.0,0.0,2.0,2.0,2057.0,3188.0,1948.0,2.2284413939019343,-0.028744808130754196
15125727,"496 Crestlake Dr, San Francisco, CA","12/30/15",1600000.0,0.0,4.0,4.0,3085.0,7426.0,1931.0,3.1639922235911153,0.9549902794888936
15125969,"2771 38th Ave, San Francisco, CA","12/15/15",1180000.0,0.0,3.0,2.0,1655.0,3001.0,1948.0,2.214276189473577,0.7530104906331816
15125990,"2754 39th Ave, San Francisco, CA","12/9/15",985000.0,0.0,3.0,2.0,1350.0,3000.0,1948.0,1.318086567559293,-0.32368209632630873
15126467,"130 Vale Ave, San Francisco, CA","12/15/15",1110000.0,0.0,3.0,1.5,1272.0,4199.0,1939.0,2.1773428715410637,0.923140309082997
15126767,"355 Buena Vista Ave E UNIT 506, San Francisco, CA","11/13/15",915000.0,0.0,1.0,1.0,815.0,"",1986.0,1.127006988221152,-0.536596747057591
15127090,"262 Castro St, San Francisco, CA","11/20/15",1700000.0,0.0,2.0,2.0,848.0,3358.0,1906.0,3.3138419981066582,0.8986376448313629
15127170,"1554 Masonic Ave, San Francisco, CA","12/11/15",1860000.0,0.0,3.0,2.0,1540.0,3123.0,1910.0,3.6109625307540876,0.8827554094129972
15127261,"38 Levant St, San Francisco, CA","12/11/15",1590000.0,0.0,2.0,1.5,1090.0,3123.0,1938.0,2.860732113890303,0.5984051747047834
15127373,"4 Ord Ct, San Francisco, CA","12/18/15",1520000.0,0.0,2.0,2.0,1170.0,1232.0,1900.0,2.4782808640375222,0.26089587373358225
15127442,"300 Castro St, San Francisco, CA","1/22/16",2400000.0,0.0,4.0,3.0,2451.0,4691.0,1900.0,4.498291119899872,0.748575933249894
15128468,"3092 Market St, San Francisco, CA","12/10/15",1880000.0,0.0,3.0,3.0,2115.0,1742.0,2003.0,2.4308781348746575,-0.4139594309844066
15128696,"49 Christopher Dr, San Francisco, CA","12/22/15",1240000.0,0.0,3.0,2.0,1402.0,3088.0,1961.0,2.2926900085880186,0.6978871106258364
15128931,"39 Warren Dr, San Francisco, CA","11/12/15",16500.0,0.0,3.0,3.0,1265.0,3301.0,1959.0,0.026694965416639144,0.23575338383504763
15129033,"547 Oak Park Dr, San Francisco, CA","12/30/15",1670000.0,0.0,2.0,2.0,1245.0,3624.0,1962.0,1.692105552457362,-0.973526284482201
15129224,"152 Eureka St, San Francisco, CA","11/20/15",2400000.0,0.0,4.0,2.0,2280.0,3049.0,1932.0,3.2333604430373266,-0.30553296413556086
15129565,"83 Seward St, San Francisco, CA","12/23/15",2100000.0,0.0,3.0,2.0,2650.0,2613.0,1929.0,2.4110958079911464,-0.7037182781036699
15129685,"53 Clarendon Ave, San Francisco, CA","1/24/16",3140000.0,0.0,4.0,3.0,3016.0,4656.0,1920.0,6.222944284029315,0.9636587796365064
15129888,"3358-3360 Market St, San Francisco, CA","11/12/15",1950000.0,0.0,"",3.0,3025.0,5488.0,1906.0,2.8828220987279765,-0.043259385920023874
15130317,"350 Eureka St, San Francisco, CA","12/22/15",2400000.0,0.0,4.0,2.0,1720.0,3250.0,1910.0,3.5937392771967906,-0.005217269002674607
15130377,"4142 21st St, San Francisco, CA","12/16/15",1050000.0,0.0,3.0,3.0,2682.0,2438.0,1908.0,1.7214461422186598,0.2789450327974472
15130492,"4354 21st St, San Francisco, CA","12/16/15",647500.0,0.0,3.0,2.0,1553.0,2478.0,1925.0,0.8861585324689272,-0.26283078774076496
15130589,"264 Grand View Ave, San Francisco, CA","1/21/16",1190000.0,0.0,1.0,1.0,590.0,2613.0,1907.0,1.3529113233058627,-0.7261994566288021
15130980,"4217 22nd St, San Francisco, CA","12/1/15",1800000.0,0.0,2.0,2.0,1913.0,1742.0,1908.0,3.279811919749642,0.644235466388491
15131186,"616 Panorama Dr, San Francisco, CA","12/9/15",1300000.0,0.0,4.0,2.0,1931.0,3998.0,1957.0,1.5468022854735854,-0.6203041761944841
15131253,"333 Dellbrook Ave, San Francisco, CA","11/19/15",1150000.0,0.0,2.0,1.0,1054.0,4412.0,1957.0,1.7380168299284242,0.02263796509291205
15131271,"681 Panorama Dr, San Francisco, CA","11/23/15",1200000.0,0.0,3.0,2.0,1237.0,3049.0,1957.0,1.4691804347696868,-0.5513659420505215
15131525,"688-690 Douglass St, San Francisco, CA","11/10/15",3150000.0,0.0,5.0,4.0,3500.0,2495.0,1908.0,3.458210126156207,-0.8043110310119319
15131740,"4365 23rd St, San Francisco, CA","12/4/15",2100000.0,0.0,3.0,2.0,1567.0,2835.0,1939.0,3.9106021865855354,0.7243830348433666
15131782,"401 Grand View Ave APT 3, San Francisco, CA","11/18/15",1030000.0,0.0,2.0,2.0,937.0,"",1983.0,2.0321070736938243,0.9458389780462606
15131869,"1950 8th Ave, San Francisco, CA","12/1/15",2770000.0,0.0,4.0,4.0,3673.0,7775.0,1925.0,5.431512002834511,0.9216693161260003
15131992,"6 Longview Ct, San Francisco, CA","12/22/15",955000.0,0.0,2.0,1.0,939.0,2613.0,1958.0,1.8207605017562258,0.8131109984423579
15132481,"48 Dellbrook Ave, San Francisco, CA","11/16/15",850000.0,0.0,2.0,1.0,1056.0,4939.0,1956.0,1.507940232793843,0.5480946653972776
15132690,"256 Glenview Dr, San Francisco, CA","11/17/15",1190000.0,0.0,3.0,2.0,1213.0,3249.0,1958.0,1.5864427309140838,-0.33370969594271616
15132921,"2270 9th Ave, San Francisco, CA","12/3/15",2150000.0,0.0,4.0,3.5,3548.0,5699.0,1935.0,2.3243679884741932,-0.8377972200240065
15133056,"159 Glenview Dr, San Francisco, CA","12/30/15",760000.0,0.0,2.0,1.0,833.0,3001.0,1951.0,1.0695032902744936,-0.18551765717238533
15133303,"584 Dewey Blvd, San Francisco, CA","12/24/15",184000.0,0.0,3.0,2.25,2282.0,3833.0,1923.0,0.22673108215945345,-0.5355317156581145
15133321,"365 Magellan Ave, San Francisco, CA","12/1/15",2350000.0,0.0,5.0,3.5,3094.0,3920.0,1926.0,2.66134594168126,-0.735024730484034
15133509,"120 Oshaughnessy Blvd, San Francisco, CA","11/30/15",990000.0,0.0,3.0,1.0,1300.0,2639.0,1952.0,1.042892909968957,-0.8931456364263495
15133540,"15 Teresita Blvd APT 14, San Francisco, CA","12/2/15",691000.0,0.0,2.0,2.0,886.0,"",1990.0,1.1923857056695097,0.45118872842115754
15133658,"120 Ulloa St, San Francisco, CA","2/12/16",1700000.0,0.0,2.0,2.5,2063.0,3101.0,1937.0,1.7194266796625528,-0.9771450827499379
15133668,"815 Laguna Honda Blvd, San Francisco, CA","12/9/15",1250000.0,0.0,2.0,1.5,1791.0,3345.0,1935.0,2.2132259356284703,0.5411614970055525
15133807,"644 Laguna Honda Blvd, San Francisco, CA","11/25/15",1570000.0,0.0,"",2.5,1945.0,3685.0,1927.0,1.800706233278589,-0.7061067091992499
15134099,"521 Magellan Ave, San Francisco, CA","11/20/15",1510000.0,0.0,2.0,1.0,1216.0,3920.0,1920.0,1.6300783447060012,-0.8409558348264885
15134204,"80 Edgehill Way, San Francisco, CA","11/20/15",2380000.0,0.0,4.0,4.0,3495.0,5314.0,1960.0,2.5932552214878806,-0.8207939315227892
15134371,"331 Teresita Blvd, San Francisco, CA","11/25/15",2230000.0,0.0,2.0,1.0,1645.0,3750.0,1931.0,3.728666610399229,0.3440956147078289
15134464,"634 Rockdale Dr, San Francisco, CA","11/20/15",1010000.0,0.0,"",1.0,1150.0,3310.0,1930.0,1.2578208819513732,-0.5092655802943105
15134585,"132 Marietta Dr, San Francisco, CA","12/1/15",920000.0,0.0,2.0,1.0,750.0,2613.0,1943.0,1.3068963093456905,-0.1589210666398031
15134804,"571 Myra Way, San Francisco, CA","11/20/15",1120000.0,0.0,3.0,1.5,1460.0,2169.0,1949.0,1.7442530462827872,0.11473758264783385
15134909,"450 Teresita Blvd, San Francisco, CA","12/4/15",1090000.0,0.0,2.0,1.0,1464.0,3920.0,1939.0,2.0280007794733854,0.7211023476575875
15134945,"27 Gaviota Way, San Francisco, CA","12/18/15",1750000.0,0.0,3.0,3.0,2155.0,2526.0,1942.0,3.0223274597448246,0.45408852542265654
15135197,"280 Dalewood Way, San Francisco, CA","11/30/15",1270000.0,0.0,3.0,2.5,1941.0,3297.0,1966.0,1.6133164396531676,-0.4593441895225707
15135298,"251 Kensington Way, San Francisco, CA","1/6/16",1600000.0,0.0,3.0,1.25,2000.0,3070.0,1936.0,1.8103724788658042,-0.7370344014177448
15135411,"52 Marne Ave, San Francisco, CA","11/20/15",1300000.0,0.0,4.0,2.5,1648.0,3484.0,1926.0,1.3719866165475576,-0.8892513591576041
15135625,"15 Santa Clara Ave, San Francisco, CA","12/16/15",2000000.0,0.0,5.0,2.0,2515.0,2922.0,1921.0,2.603197268961885,-0.39680273103811503
15136211,"656 Teresita Blvd, San Francisco, CA","11/18/15",1230000.0,0.0,3.0,2.0,1218.0,2191.0,1940.0,1.5524053235648043,-0.4757637015206435
15136326,"495 Los Palmos Dr, San Francisco, CA","12/10/15",1100000.0,0.0,3.0,1.0,1300.0,2774.0,1947.0,1.6017546234805278,-0.0877188663990407
15136476,"646 Los Palmos Dr, San Francisco, CA","12/23/15",1360000.0,0.0,5.0,3.0,2956.0,3027.0,1979.0,2.2892626163448453,0.3665626710953609
15136743,"16 Miraloma Dr, San Francisco, CA","12/15/15",2700000.0,0.0,6.0,4.0,4883.0,10454.0,1928.0,4.578188703224915,0.3912508912777144
15137033,"71 Los Palmos Dr, San Francisco, CA","12/16/15",1080000.0,0.0,3.0,1.5,1278.0,2178.0,1955.0,1.38620035430874,-0.4329623068356667
15137133,"82 Malta Dr, San Francisco, CA","12/30/15",1700000.0,0.0,"",1.0,1881.0,"",1976.0,2.345875825030205,-0.24014608819975902
15137303,"22 Fernwood Dr, San Francisco, CA","11/30/15",1750000.0,0.0,4.0,2.5,2090.0,4103.0,1931.0,2.0670141830395803,-0.6376980765261939
15137378,"287 Brentwood Ave, San Francisco, CA","12/11/15",2720000.0,0.0,4.0,4.5,4544.0,6098.0,1927.0,4.864843793473731,0.5770910246130374
15137489,"1100 Monterey Blvd, San Francisco, CA","12/17/15",2510000.0,0.0,4.0,3.5,2562.0,4700.0,1930.0,2.6526886718474327,-0.8863038471335194
15137743,"814 Detroit St, San Francisco, CA","12/2/15",1310000.0,0.0,3.0,2.0,1510.0,2613.0,1941.0,2.2230663866597333,0.3939944834499747
15137757,"147 Stillings Ave, San Francisco, CA","11/18/15",1300000.0,0.0,3.0,2.0,1700.0,2500.0,1942.0,2.3123040147234346,0.5573907918822067
15137860,"430 Mangels Ave, San Francisco, CA","12/29/15",1100000.0,0.0,2.0,1.0,1200.0,2500.0,1931.0,1.9551483180336284,0.5548151236975063
15137936,"618 Mangels Ave, San Francisco, CA","11/18/15",1420000.0,0.0,3.0,3.0,1600.0,3746.0,1912.0,1.7883800413704039,-0.48115487130929013
15138245,"154 Yerba Buena Ave, San Francisco, CA","11/10/15",2050000.0,0.0,2.0,1.5,1700.0,3963.0,1922.0,2.816316932761751,-0.25237372413487713
15138251,"1635 Plymouth Ave, San Francisco, CA","11/17/15",1800000.0,0.0,4.0,3.0,2754.0,5301.0,1925.0,2.8576793433535004,0.17519927039277805
15138329,"842 Monterey Blvd, San Francisco, CA","12/7/15",935000.0,0.0,4.0,1.5,1368.0,5998.0,1925.0,1.1900884787668768,-0.45435619515106596
15138442,"587 Mangels Ave, San Francisco, CA","2/2/16",1010000.0,0.0,3.0,2.0,1190.0,1742.0,1936.0,1.3845613272100676,-0.25829440156422256
15138591,"231 Mangels Ave, San Francisco, CA","11/10/15",1400000.0,0.0,3.0,2.0,1354.0,2613.0,1957.0,1.6758759922598954,-0.6058914396287207
15139010,"2 Northwood Dr, San Francisco, CA","12/23/15",1800000.0,0.0,3.0,2.0,1960.0,5662.0,1924.0,2.6277405907608133,-0.08028823248798522
15139435,"322 Flood Ave, San Francisco, CA","12/24/15",850000.0,0.0,2.0,1.5,827.0,2613.0,1924.0,0.8879204560659969,-0.9107753974917718
15139677,"107 Foerster St, San Francisco, CA","12/8/15",396500.0,0.0,4.0,2.0,1453.0,2250.0,1922.0,0.7136190682322501,0.599591769141236
15139810,"221 Flood Ave, San Francisco, CA","12/18/15",1410000.0,0.0,9.0,6.0,5000.0,2809.0,1900.0,1.518508590251152,-0.8460871060267345
15139841,"179 Flood Ave, San Francisco, CA","12/29/15",1540000.0,0.0,4.0,4.0,1900.0,2809.0,1924.0,2.33900612920055,0.03767029766305208
15140158,"390 Capistrano Ave, San Francisco, CA","12/22/15",1250000.0,0.0,4.0,4.0,2314.0,3049.0,1924.0,1.633512624431495,-0.3863798009096078
